DimProductID;ProductID;Name;ProductNumber;Color;SafetyStockLevel;ReorderPoint;StandardCost;ListPrice;Size;Weight;DaysToManufacture;ProductLine;Class;Style;SRC_ID_ProductSubcategory;ProductSubcategoryName;SRC_ID_ProductModel;ProductModelName;SRC_ID_ProductCategory;ProductCategoryName;SellStartDate;SellEndDate;DiscontinueDate
461;717;HL Road Frame - Red, 62;;Red;500;375;868.6342;1431.5;62;2.30;1;R ;H ;U ;14;Road Frames;6;HL Road Frame;2;Components;2011-05-31;;
462;887;HL Touring Frame - Yellow, 46;;Yellow;500;375;601.7437;1003.91;46;2.96;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
463;888;HL Touring Frame - Yellow, 50;;Yellow;500;375;601.7437;1003.91;50;3.00;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
464;744;HL Mountain Frame - Black, 44;;Black;500;375;699.0928;1349.6;44;2.76;1;M ;H ;U ;12;Mountain Frames;5;HL Mountain Frame;2;Components;2011-05-31;2012-05-29;
465;746;HL Mountain Frame - Black, 46;;Black;500;375;739.041;1349.6;46;2.84;1;M ;H ;U ;12;Mountain Frames;5;HL Mountain Frame;2;Components;2011-05-31;;
466;889;HL Touring Frame - Yellow, 54;;Yellow;500;375;601.7437;1003.91;54;3.04;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
467;885;HL Touring Frame - Yellow, 60;;Yellow;500;375;601.7437;1003.91;60;3.08;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
468;893;HL Touring Frame - Blue, 60;;Blue;500;375;601.7437;1003.91;60;3.08;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
469;892;HL Touring Frame - Blue, 54;;Blue;500;375;601.7437;1003.91;54;3.04;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
470;890;HL Touring Frame - Blue, 46;;Blue;500;375;601.7437;1003.91;46;2.96;1;T ;H ;U ;16;Touring Frames;7;HL Touring Frame;2;Components;2013-05-30;;
471;940;HL Road Pedal;;Silver/Black;500;375;35.9596;80.99;;149.00;1;R ;H ;;13;Pedals;70;HL Road Pedal;2;Components;2013-05-30;;
472;939;ML Road Pedal;;Silver/Black;500;375;27.568;62.09;;168.00;1;R ;M ;;13;Pedals;69;ML Road Pedal;2;Components;2013-05-30;;
473;916;HL Touring Seat/Saddle;;;500;375;23.3722;52.64;;;1;T ;H ;;15;Saddles;67;HL Touring Seat/Saddle;2;Components;2013-05-30;;
474;914;LL Touring Seat/Saddle;;;500;375;12.0413;27.12;;;1;T ;L ;;15;Saddles;66;LL Touring Seat/Saddle;2;Components;2013-05-30;;
475;915;ML Touring Seat/Saddle;;;500;375;17.3782;39.14;;;1;T ;M ;;15;Saddles;65;ML Touring Seat/Saddle;2;Components;2013-05-30;;
476;937;HL Mountain Pedal;;Silver/Black;500;375;35.9596;80.99;;185.00;1;M ;H ;;13;Pedals;64;HL Mountain Pedal;2;Components;2013-05-30;;
477;936;ML Mountain Pedal;;Silver/Black;500;375;27.568;62.09;;215.00;1;M ;M ;;13;Pedals;63;ML Mountain Pedal;2;Components;2013-05-30;;
478;935;LL Mountain Pedal;;Silver/Black;500;375;17.9776;40.49;;218.00;1;M ;L ;;13;Pedals;62;LL Mountain Pedal;2;Components;2013-05-30;;
479;807;HL Headset;;;500;375;55.3801;124.73;;;1;;H ;;11;Headsets;61;HL Headset;2;Components;2012-05-30;2013-05-29;
480;806;ML Headset;;;500;375;45.4168;102.29;;;1;;M ;;11;Headsets;60;ML Headset;2;Components;2012-05-30;2013-05-29;
481;839;HL Road Frame - Black, 48;;Black;500;375;868.6342;1431.5;48;2.16;1;R ;H ;U ;14;Road Frames;6;HL Road Frame;2;Components;2012-05-30;;
482;938;LL Road Pedal;;Silver/Black;500;375;17.9776;40.49;;189.00;1;R ;L ;;13;Pedals;68;LL Road Pedal;2;Components;2013-05-30;;
483;815;LL Mountain Front Wheel;;Black;500;375;26.9708;60.745;;;1;M ;L ;;17;Wheels;42;LL Mountain Front Wheel;2;Components;2012-05-30;2013-05-29;
484;949;LL Crankset;;Black;500;375;77.9176;175.49;;600.00;1;;L ;;8;Cranksets;99;LL Crankset;2;Components;2013-05-30;;
485;833;ML Road Frame-W - Yellow, 40;;Yellow;500;375;360.9428;594.83;40;2.22;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
486;835;ML Road Frame-W - Yellow, 44;;Yellow;500;375;360.9428;594.83;44;2.30;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
487;836;ML Road Frame-W - Yellow, 48;;Yellow;500;375;360.9428;594.83;48;2.34;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
488;834;ML Road Frame-W - Yellow, 42;;Yellow;500;375;360.9428;594.83;42;2.26;1;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
489;732;ML Road Frame - Red, 48;;Red;500;375;352.1394;594.83;48;2.26;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
490;731;ML Road Frame - Red, 44;;Red;500;375;352.1394;594.83;44;2.22;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
491;733;ML Road Frame - Red, 52;;Red;500;375;352.1394;594.83;52;2.30;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
492;734;ML Road Frame - Red, 58;;Red;500;375;352.1394;594.83;58;2.36;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
493;735;ML Road Frame - Red, 60;;Red;500;375;352.1394;594.83;60;2.38;1;R ;M ;U ;14;Road Frames;16;ML Road Frame;2;Components;2011-05-31;2012-05-29;
494;904;ML Mountain Frame-W - Silver, 40;;Silver;500;375;199.3757;364.09;40;2.77;1;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
495;824;ML Mountain Rear Wheel;;Black;500;375;104.7951;236.025;;;1;M ;M ;;17;Wheels;124;ML Mountain Rear Wheel;2;Components;2012-05-30;2013-05-29;
496;942;ML Mountain Frame-W - Silver, 38;;Silver;500;375;199.3757;364.09;38;2.73;2;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
497;905;ML Mountain Frame-W - Silver, 42;;Silver;500;375;199.3757;364.09;42;2.81;1;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
498;906;ML Mountain Frame-W - Silver, 46;;Silver;500;375;199.3757;364.09;46;2.85;1;M ;M ;W ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2013-05-30;;
499;831;ML Mountain Frame - Black, 44;;Black;500;375;185.8193;348.76;44;2.81;1;M ;M ;U ;12;Mountain Frames;14;ML Mountain Frame;2;Components;2012-05-30;2013-05-29;
500;830;ML Mountain Frame - Black, 40;;Black;500;375;185.8193;348.76;40;2.77;1;M ;M ;U ;12;Mountain Frames;14;ML Mountain Frame;2;Components;2012-05-30;2013-05-29;
501;832;ML Mountain Frame - Black, 48;;Black;500;375;185.8193;348.76;48;2.85;1;M ;M ;U ;12;Mountain Frames;14;ML Mountain Frame;2;Components;2012-05-30;2013-05-29;
502;907;Rear Brakes;;Silver;500;375;47.286;106.5;;317.00;1;;;;6;Brakes;128;Rear Brakes;2;Components;2013-05-30;;
503;894;Rear Derailleur;;Silver;500;375;53.9282;121.46;;215.00;1;;;;9;Derailleurs;127;Rear Derailleur;2;Components;2013-05-30;;
504;826;LL Road Rear Wheel;;Black;500;375;49.9789;112.565;;1050.00;1;R ;L ;;17;Wheels;126;LL Road Rear Wheel;2;Components;2012-05-30;2013-05-29;
505;825;HL Mountain Rear Wheel;;Black;500;375;145.2835;327.215;;;1;M ;H ;;17;Wheels;125;HL Mountain Rear Wheel;2;Components;2012-05-30;2013-05-29;
506;814;ML Mountain Frame - Black, 38;;Black;500;375;185.8193;348.76;38;2.73;2;M ;M ;U ;12;Mountain Frames;15;ML Mountain Frame-W;2;Components;2012-05-30;2013-05-29;
507;822;ML Road Frame-W - Yellow, 38;;Yellow;500;375;360.9428;594.83;38;2.18;2;R ;M ;W ;14;Road Frames;17;ML Road Frame-W;2;Components;2012-05-30;;
508;823;LL Mountain Rear Wheel;;Black;500;375;38.9588;87.745;;;1;M ;L ;;17;Wheels;123;LL Mountain Rear Wheel;2;Components;2012-05-30;2013-05-29;
509;903;LL Touring Frame - Blue, 44;;Blue;500;375;199.8519;333.42;44;3.02;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
510;899;LL Touring Frame - Yellow, 44;;Yellow;500;375;199.8519;333.42;44;3.02;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
511;902;LL Touring Frame - Yellow, 58;;Yellow;500;375;199.8519;333.42;58;3.16;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
512;896;LL Touring Frame - Blue, 54;;Blue;500;375;199.8519;333.42;54;3.14;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
513;895;LL Touring Frame - Blue, 50;;Blue;500;375;199.8519;333.42;50;3.10;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
514;901;LL Touring Frame - Yellow, 54;;Yellow;500;375;199.8519;333.42;54;3.14;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
515;900;LL Touring Frame - Yellow, 50;;Yellow;500;375;199.8519;333.42;50;3.10;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
516;897;LL Touring Frame - Blue, 58;;Blue;500;375;199.8519;333.42;58;3.16;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
517;898;LL Touring Frame - Blue, 62;;Blue;500;375;199.8519;333.42;62;3.20;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
518;886;LL Touring Frame - Yellow, 62;;Yellow;500;375;199.8519;333.42;62;3.20;1;T ;L ;U ;16;Touring Frames;10;LL Touring Frame;2;Components;2013-05-30;;
519;951;HL Crankset;;Black;500;375;179.8156;404.99;;575.00;1;;H ;;8;Cranksets;101;HL Crankset;2;Components;2013-05-30;;
520;952;Chain;;Silver;500;375;8.9866;20.24;;;1;;;;7;Chains;98;Chain;2;Components;2013-05-30;;
521;948;Front Brakes;;Silver;500;375;47.286;106.5;;317.00;1;;;;6;Brakes;102;Front Brakes;2;Components;2013-05-30;;
522;945;Front Derailleur;;Silver;500;375;40.6216;91.49;;88.00;1;;;;9;Derailleurs;103;Front Derailleur;2;Components;2013-05-30;;
523;802;LL Fork;;;500;375;65.8097;148.22;;;1;;L ;;10;Forks;104;LL Fork;2;Components;2012-05-30;2013-05-29;
524;803;ML Fork;;;500;375;77.9176;175.49;;;1;;M ;;10;Forks;105;ML Fork;2;Components;2012-05-30;2013-05-29;
525;804;HL Fork;;;500;375;101.8936;229.49;;;1;;H ;;10;Forks;106;HL Fork;2;Components;2012-05-30;2013-05-29;
526;950;ML Crankset;;Black;500;375;113.8816;256.49;;635.00;1;;M ;;8;Cranksets;100;ML Crankset;2;Components;2013-05-30;;
527;866;Classic Vest, L;;Blue;4;3;23.749;63.5;L;;0;S ;;U ;25;Vests;1;Classic Vest;3;Clothing;2013-05-30;;
528;865;Classic Vest, M;;Blue;4;3;23.749;63.5;M;;0;S ;;U ;25;Vests;1;Classic Vest;3;Clothing;2013-05-30;;
529;856;Men's Bib-Shorts, M;;Multi;4;3;37.1209;89.99;M;;0;S ;;M ;18;Bib-Shorts;12;Men's Bib-Shorts;3;Clothing;2012-05-30;2013-05-29;
530;713;Long-Sleeve Logo Jersey, S;;Multi;4;3;38.4923;49.99;S;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
531;855;Men's Bib-Shorts, S;;Multi;4;3;37.1209;89.99;S;;0;S ;;M ;18;Bib-Shorts;12;Men's Bib-Shorts;3;Clothing;2012-05-30;2013-05-29;
532;715;Long-Sleeve Logo Jersey, L;;Multi;4;3;38.4923;49.99;L;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
533;716;Long-Sleeve Logo Jersey, XL;;Multi;4;3;38.4923;49.99;XL;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
534;714;Long-Sleeve Logo Jersey, M;;Multi;4;3;38.4923;49.99;M;;0;S ;;U ;21;Jerseys;11;Long-Sleeve Logo Jersey;3;Clothing;2011-05-31;;
535;857;Men's Bib-Shorts, L;;Multi;4;3;37.1209;89.99;L;;0;S ;;M ;18;Bib-Shorts;12;Men's Bib-Shorts;3;Clothing;2012-05-30;2013-05-29;
536;859;Half-Finger Gloves, M;;Black;4;3;9.1593;24.49;M;;0;S ;;U ;20;Gloves;4;Half-Finger Gloves;3;Clothing;2012-05-30;;
537;864;Classic Vest, S;;Blue;4;3;23.749;63.5;S;;0;S ;;U ;25;Vests;1;Classic Vest;3;Clothing;2013-05-30;;
538;710;Mountain Bike Socks, L;;White;4;3;3.3963;9.5;L;;0;M ;;U ;23;Socks;18;Mountain Bike Socks;3;Clothing;2011-05-31;2012-05-29;
539;709;Mountain Bike Socks, M;;White;4;3;3.3963;9.5;M;;0;M ;;U ;23;Socks;18;Mountain Bike Socks;3;Clothing;2011-05-31;2012-05-29;
540;712;AWC Logo Cap;;Multi;4;3;6.9223;8.99;;;0;S ;;U ;19;Caps;2;Cycling Cap;3;Clothing;2011-05-31;;
541;867;Women's Mountain Shorts, S;;Black;4;3;26.1763;69.99;S;;0;M ;;W ;22;Shorts;37;Women's Mountain Shorts;3;Clothing;2013-05-30;;
542;875;Racing Socks, L;;White;4;3;3.3623;8.99;L;;0;R ;;U ;23;Socks;24;Racing Socks;3;Clothing;2013-05-30;;
543;874;Racing Socks, M;;White;4;3;3.3623;8.99;M;;0;R ;;U ;23;Socks;24;Racing Socks;3;Clothing;2013-05-30;;
544;861;Full-Finger Gloves, S;;Black;4;3;15.6709;37.99;S;;0;M ;;U ;20;Gloves;3;Full-Finger Gloves;3;Clothing;2012-05-30;2013-05-29;
545;863;Full-Finger Gloves, L;;Black;4;3;15.6709;37.99;L;;0;M ;;U ;20;Gloves;3;Full-Finger Gloves;3;Clothing;2012-05-30;2013-05-29;
546;853;Women's Tights, M;;Black;4;3;30.9334;74.99;M;;0;S ;;W ;24;Tights;38;Women's Tights;3;Clothing;2012-05-30;2013-05-29;
547;883;Short-Sleeve Classic Jersey, L;;Yellow;4;3;41.5723;53.99;L;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
548;884;Short-Sleeve Classic Jersey, XL;;Yellow;4;3;41.5723;53.99;XL;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
549;882;Short-Sleeve Classic Jersey, M;;Yellow;4;3;41.5723;53.99;M;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
550;862;Full-Finger Gloves, M;;Black;4;3;15.6709;37.99;M;;0;M ;;U ;20;Gloves;3;Full-Finger Gloves;3;Clothing;2012-05-30;2013-05-29;
551;851;Men's Sports Shorts, XL;;Black;4;3;24.7459;59.99;XL;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
552;881;Short-Sleeve Classic Jersey, S;;Yellow;4;3;41.5723;53.99;S;;0;S ;;U ;21;Jerseys;32;Short-Sleeve Classic Jersey;3;Clothing;2013-05-30;;
553;869;Women's Mountain Shorts, L;;Black;4;3;26.1763;69.99;L;;0;M ;;W ;22;Shorts;37;Women's Mountain Shorts;3;Clothing;2013-05-30;;
554;852;Women's Tights, S;;Black;4;3;30.9334;74.99;S;;0;S ;;W ;24;Tights;38;Women's Tights;3;Clothing;2012-05-30;2013-05-29;
555;860;Half-Finger Gloves, L;;Black;4;3;9.1593;24.49;L;;0;S ;;U ;20;Gloves;4;Half-Finger Gloves;3;Clothing;2012-05-30;;
556;849;Men's Sports Shorts, M;;Black;4;3;24.7459;59.99;M;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
557;850;Men's Sports Shorts, L;;Black;4;3;24.7459;59.99;L;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
558;841;Men's Sports Shorts, S;;Black;4;3;24.7459;59.99;S;;0;S ;;M ;22;Shorts;13;Men's Sports Shorts;3;Clothing;2012-05-30;2013-05-29;
559;858;Half-Finger Gloves, S;;Black;4;3;9.1593;24.49;S;;0;S ;;U ;20;Gloves;4;Half-Finger Gloves;3;Clothing;2012-05-30;;
560;868;Women's Mountain Shorts, M;;Black;4;3;26.1763;69.99;M;;0;M ;;W ;22;Shorts;37;Women's Mountain Shorts;3;Clothing;2013-05-30;;
561;854;Women's Tights, L;;Black;4;3;30.9334;74.99;L;;0;S ;;W ;24;Tights;38;Women's Tights;3;Clothing;2012-05-30;2013-05-29;
562;707;Sport-100 Helmet, Red;;Red;4;3;13.0863;34.99;;;0;S ;;;31;Helmets;33;Sport-100;4;Accessories;2011-05-31;;
563;923;Touring Tire Tube;;;500;375;1.8663;4.99;;;0;T ;;;37;Tires and Tubes;94;Touring Tire Tube;4;Accessories;2013-05-30;;
564;708;Sport-100 Helmet, Black;;Black;4;3;13.0863;34.99;;;0;S ;;;31;Helmets;33;Sport-100;4;Accessories;2011-05-31;;
565;711;Sport-100 Helmet, Blue;;Blue;4;3;13.0863;34.99;;;0;S ;;;31;Helmets;33;Sport-100;4;Accessories;2011-05-31;;
566;921;Mountain Tire Tube;;;500;375;1.8663;4.99;;;0;M ;;;37;Tires and Tubes;92;Mountain Tire Tube;4;Accessories;2013-05-30;;
567;934;Touring Tire;;;500;375;10.8423;28.99;;;0;T ;;;37;Tires and Tubes;91;Touring Tire;4;Accessories;2013-05-30;;
568;933;HL Road Tire;;;500;375;12.1924;32.6;;;0;R ;H ;;37;Tires and Tubes;90;HL Road Tire;4;Accessories;2013-05-30;;
569;922;Road Tire Tube;;;500;375;1.4923;3.99;;;0;R ;;;37;Tires and Tubes;93;Road Tire Tube;4;Accessories;2013-05-30;;
570;878;Fender Set - Mountain;;;4;3;8.2205;21.98;;;0;M ;;;30;Fenders;121;Fender Set - Mountain;4;Accessories;2013-05-30;;
571;928;LL Mountain Tire;;;500;375;9.3463;24.99;;;0;M ;L ;;37;Tires and Tubes;85;LL Mountain Tire;4;Accessories;2013-05-30;;
572;931;LL Road Tire;;;500;375;8.0373;21.49;;;0;R ;L ;;37;Tires and Tubes;88;LL Road Tire;4;Accessories;2013-05-30;;
573;842;Touring-Panniers, Large;;Grey;4;3;51.5625;125;;;0;T ;;;35;Panniers;120;Touring-Panniers;4;Accessories;2012-05-30;2013-05-29;
574;877;Bike Wash - Dissolver;;;4;3;2.9733;7.95;;;0;S ;;;29;Cleaners;119;Bike Wash;4;Accessories;2013-05-30;;
575;876;Hitch Rack - 4-Bike;;;4;3;44.88;120;;;0;S ;;;26;Bike Racks;118;Hitch Rack - 4-Bike;4;Accessories;2013-05-30;;
576;845;Mountain Pump;;;4;3;10.3084;24.99;;;0;M ;;;36;Pumps;117;Mountain Pump;4;Accessories;2012-05-30;2013-05-29;
577;844;Minipump;;;4;3;8.2459;19.99;;;0;S ;;;36;Pumps;116;Minipump;4;Accessories;2012-05-30;2013-05-29;
578;843;Cable Lock;;;4;3;10.3125;25;;;0;S ;;;34;Locks;115;Cable Lock;4;Accessories;2012-05-30;2013-05-29;
579;873;Patch Kit/8 Patches;;;4;3;0.8565;2.29;;;0;S ;;;37;Tires and Tubes;114;Patch kit;4;Accessories;2013-05-30;;
580;932;ML Road Tire;;;500;375;9.3463;24.99;;;0;R ;M ;;37;Tires and Tubes;89;ML Road Tire;4;Accessories;2013-05-30;;
581;872;Road Bottle Cage;;;4;3;3.3623;8.99;;;0;R ;;;28;Bottles and Cages;113;Road Bottle Cage;4;Accessories;2013-05-30;;
582;870;Water Bottle - 30 oz.;;;4;3;1.8663;4.99;;;0;S ;;;28;Bottles and Cages;111;Water Bottle;4;Accessories;2013-05-30;;
583;848;Headlights - Weatherproof;;;4;3;18.5584;44.99;;;0;R ;;;33;Lights;110;Headlights - Weatherproof;4;Accessories;2012-05-30;2013-05-29;
584;847;Headlights - Dual-Beam;;;4;3;14.4334;34.99;;;0;R ;;;33;Lights;109;Headlights - Dual-Beam;4;Accessories;2012-05-30;2013-05-29;
585;846;Taillights - Battery-Powered;;;4;3;5.7709;13.99;;;0;R ;;;33;Lights;108;Taillight;4;Accessories;2012-05-30;2013-05-29;
586;880;Hydration Pack - 70 oz.;;Silver;4;3;20.5663;54.99;70;;0;S ;;;32;Hydration Packs;107;Hydration Pack;4;Accessories;2013-05-30;;
587;929;ML Mountain Tire;;;500;375;11.2163;29.99;;;0;M ;M ;;37;Tires and Tubes;86;ML Mountain Tire;4;Accessories;2013-05-30;;
588;930;HL Mountain Tire;;;500;375;13.09;35;;;0;M ;H ;;37;Tires and Tubes;87;HL Mountain Tire;4;Accessories;2013-05-30;;
589;871;Mountain Bottle Cage;;;4;3;3.7363;9.99;;;0;M ;;;28;Bottles and Cages;112;Mountain Bottle Cage;4;Accessories;2013-05-30;;
590;879;All-Purpose Bike Stand;;;4;3;59.466;159;;;0;M ;;;27;Bike Stands;122;All-Purpose Bike Stand;4;Accessories;2013-05-30;;
607;754;Road-450 Red, 58;;Red;100;75;884.7083;1457.99;58;17.79;4;R ;M ;U ;2;Road Bikes;28;Road-450;1;Bikes;2011-05-31;2012-05-29;
608;756;Road-450 Red, 44;;Red;100;75;884.7083;1457.99;44;16.77;4;R ;M ;U ;2;Road Bikes;28;Road-450;1;Bikes;2011-05-31;2012-05-29;
609;750;Road-150 Red, 44;;Red;100;75;2171.2942;3578.27;44;13.77;4;R ;H ;U ;2;Road Bikes;25;Road-150;1;Bikes;2011-05-31;2012-05-29;
610;749;Road-150 Red, 62;;Red;100;75;2171.2942;3578.27;62;15.00;4;R ;H ;U ;2;Road Bikes;25;Road-150;1;Bikes;2011-05-31;2012-05-29;
611;752;Road-150 Red, 52;;Red;100;75;2171.2942;3578.27;52;14.42;4;R ;H ;U ;2;Road Bikes;25;Road-150;1;Bikes;2011-05-31;2012-05-29;
612;753;Road-150 Red, 56;;Red;100;75;2171.2942;3578.27;56;14.68;4;R ;H ;U ;2;Road Bikes;25;Road-150;1;Bikes;2011-05-31;2012-05-29;
613;780;Mountain-200 Silver, 42;;Silver;100;75;1265.6195;2319.99;42;23.77;4;M ;H ;U ;1;Mountain Bikes;20;Mountain-200;1;Bikes;2012-05-30;;
614;785;Mountain-300 Black, 38;;Black;100;75;598.4354;1079.99;38;25.35;4;M ;M ;U ;1;Mountain Bikes;21;Mountain-300;1;Bikes;2012-05-30;2013-05-29;
615;788;Mountain-300 Black, 48;;Black;100;75;598.4354;1079.99;48;26.42;4;M ;M ;U ;1;Mountain Bikes;21;Mountain-300;1;Bikes;2012-05-30;2013-05-29;
616;786;Mountain-300 Black, 40;;Black;100;75;598.4354;1079.99;40;25.77;4;M ;M ;U ;1;Mountain Bikes;21;Mountain-300;1;Bikes;2012-05-30;2013-05-29;
617;787;Mountain-300 Black, 44;;Black;100;75;598.4354;1079.99;44;26.13;4;M ;M ;U ;1;Mountain Bikes;21;Mountain-300;1;Bikes;2012-05-30;2013-05-29;
618;983;Mountain-400-W Silver, 46;;Silver;100;75;419.7784;769.49;46;27.42;4;M ;M ;W ;1;Mountain Bikes;22;Mountain-400-W;1;Bikes;2013-05-30;;
619;981;Mountain-400-W Silver, 40;;Silver;100;75;419.7784;769.49;40;26.77;4;M ;M ;W ;1;Mountain Bikes;22;Mountain-400-W;1;Bikes;2013-05-30;;
620;982;Mountain-400-W Silver, 42;;Silver;100;75;419.7784;769.49;42;27.13;4;M ;M ;W ;1;Mountain Bikes;22;Mountain-400-W;1;Bikes;2013-05-30;;
621;758;Road-450 Red, 52;;Red;100;75;884.7083;1457.99;52;17.42;4;R ;M ;U ;2;Road Bikes;28;Road-450;1;Bikes;2011-05-31;2012-05-29;
622;986;Mountain-500 Silver, 44;;Silver;100;75;308.2179;564.99;44;28.13;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
623;992;Mountain-500 Black, 48;;Black;100;75;294.5797;539.99;48;28.42;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
624;990;Mountain-500 Black, 42;;Black;100;75;294.5797;539.99;42;27.77;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
625;988;Mountain-500 Silver, 52;;Silver;100;75;308.2179;564.99;52;28.68;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
626;993;Mountain-500 Black, 52;;Black;100;75;294.5797;539.99;52;28.68;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
627;989;Mountain-500 Black, 40;;Black;100;75;294.5797;539.99;40;27.35;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
628;991;Mountain-500 Black, 44;;Black;100;75;294.5797;539.99;44;28.13;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
629;984;Mountain-500 Silver, 40;;Silver;100;75;308.2179;564.99;40;27.35;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
630;985;Mountain-500 Silver, 42;;Silver;100;75;308.2179;564.99;42;27.77;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
631;987;Mountain-500 Silver, 48;;Silver;100;75;308.2179;564.99;48;28.42;4;M ;L ;U ;1;Mountain Bikes;23;Mountain-500;1;Bikes;2013-05-30;;
632;783;Mountain-200 Black, 42;;Black;100;75;1251.9813;2294.99;42;23.77;4;M ;H ;U ;1;Mountain Bikes;20;Mountain-200;1;Bikes;2012-05-30;;
633;801;Road-550-W Yellow, 48;;Yellow;100;75;713.0798;1120.49;48;18.68;4;R ;M ;W ;2;Road Bikes;29;Road-550-W;1;Bikes;2012-05-30;;
634;798;Road-550-W Yellow, 40;;Yellow;100;75;713.0798;1120.49;40;17.77;4;R ;M ;W ;2;Road Bikes;29;Road-550-W;1;Bikes;2012-05-30;;
635;966;Touring-1000 Blue, 46;;Blue;100;75;1481.9379;2384.07;46;25.13;4;T ;H ;U ;3;Touring Bikes;34;Touring-1000;1;Bikes;2013-05-30;;
636;954;Touring-1000 Yellow, 46;;Yellow;100;75;1481.9379;2384.07;46;25.13;4;T ;H ;U ;3;Touring Bikes;34;Touring-1000;1;Bikes;2013-05-30;;
637;956;Touring-1000 Yellow, 54;;Yellow;100;75;1481.9379;2384.07;54;25.68;4;T ;H ;U ;3;Touring Bikes;34;Touring-1000;1;Bikes;2013-05-30;;
638;953;Touring-2000 Blue, 60;;Blue;100;75;755.1508;1214.85;60;27.90;4;T ;M ;U ;3;Touring Bikes;35;Touring-2000;1;Bikes;2013-05-30;;
